10,50,100
583.7893279,585.026633,524.4537001
161.5833333,193.3573763,371.5242054
220.0833333,81.3,228.7214286
457.0123016,415.2583333,82.58333333
222.5,107,206.0072981
214.9740338,282.1488095,223.6565476
163.3087719,352.1261905,313.6331349
50.16666667,127.6,344.3988095
198.25,281.9937951,238.2326781
136.0166667,205.5,55.25
,300.2713996,416.7166667
,291.3149509,502.7166667
,171.1111111,158.2666667
,156.6916666,102.5875
,173.3661616,138.7195767
,124.0416667,0
,208.3428932,824.0625
,602.3007936,165.1111111
,76.5,138.6595238
,504,137.4444444
,352.3416667,131.725
,39.44444443,529
,505.2434524,159.0333333
,154.45,613.6666667
,336.9325397,157.4375
,1278.705556,257.4666667
,105.5515152,414.8333333
,375.4666667,404.047619
,88.05476191,290.2615385
,147.5214286,124
,134.1296296,69.11666667
,0,319.6666667
,595.75,94.16666667
,515.5175439,119.9242424
,44.75,356.3726363
,323.2597222,353.1222222
,210.8636364,269.9246032
,237.0833333,165.719761
,143,177.5384615
,193.2,219.3333333
,242.657197,305.1666667
,415.2003968,84.66666667
,51.72727273,419.3055556
,0,469.9333333
,189.6083333,285
,122.5,219.5812065
,164.1875,122.2337662
,135.3333333,154
,45.28571429,374.3892857
,150.125,179.1083333
,,199.0833333
,,298.6083333
,,340.2142857
,,212.2712302
,,484.4861111
,,53.7
,,194.7763258
,,183.9293233
,,16
,,331.7357143
,,307.8829365
,,460.85
,,338.6064815
,,40.68421053
,,58.33333334
,,145.8333333
,,0
,,156.70625
,,313.5127976
,,302.9206349
,,396.0833333
,,134.8
,,135.983033
,,143.6666667
,,149.4222222
,,88.5
,,186.070707
,,0
,,140.5902778
,,334.0833333
,,69
,,192.3541667
,,308.1727513
,,160.3583333
,,415.3916667
,,105.5
,,148.0824786
,,341.6628748
,,183.9356571
,,185.5268817
,,64.5
,,220.2152381
,,253.5
,,331.6666667
,,407.4076365
,,149.7435897
,,108.5
,,316.7272728
,,105.2702381
,,153.8937771
